gene,geneid,pm_ld_aging,pm_pleio3_aging,pm_pleio5_aging,pm_pleio10_aging,pn_ld_aging,pn_pleio3_aging,pn_pleio5_aging,pn_pleio10_aging
ADAM9,8754,4.36730037557281,Intermediate pleiotropy,3rd,6,2.4460361425963,Intermediate pleiotropy,4th,7
ADAMDEC1,27299,3.80230479007482,Intermediate pleiotropy,2nd,3,1.60123256258308,Intermediate pleiotropy,2nd,3
ADAMTS1,9510,4.49907720243288,Intermediate pleiotropy,4th,7,2.48722456894477,Intermediate pleiotropy,4th,8
ADAMTS10,81794,4.22088815135621,Intermediate pleiotropy,3rd,5,1.65764188010012,Intermediate pleiotropy,3rd,5
ADAMTS12,81792,4.21920153234857,Intermediate pleiotropy,3rd,5,2.45647761759904,Intermediate pleiotropy,4th,7
ADAMTS13,11093,4.76679280739062,Intermediate pleiotropy,4th,8,2.46121008468661,Intermediate pleiotropy,4th,7
ADAMTS14,140766,4.57978260565661,Intermediate pleiotropy,4th,8,2.47828839876342,Intermediate pleiotropy,4th,8
ADAMTS15,170689,4.2701903012027,Intermediate pleiotropy,3rd,6,1.65702039167679,Intermediate pleiotropy,3rd,5
ADAMTS16,170690,4.71171623116038,Intermediate pleiotropy,4th,8,2.48084888411846,Intermediate pleiotropy,4th,8
ADAMTS17,170691,4.99660487025194,High pleiotropy,5th,9,2.48150382376005,Intermediate pleiotropy,4th,8
ADAMTS18,170692,4.26152470407627,Intermediate pleiotropy,3rd,6,2.42071591783275,Intermediate pleiotropy,3rd,6
ADAMTS19,171019,4.55770981927534,Intermediate pleiotropy,4th,7,1.64171381844042,Intermediate pleiotropy,2nd,4
ADAMTS2,9509,4.37547873827779,Intermediate pleiotropy,3rd,6,2.43320848069152,Intermediate pleiotropy,3rd,6
ADAMTS3,9508,4.92340149858973,High pleiotropy,5th,9,2.42931640210462,Intermediate pleiotropy,3rd,6
ADAMTS4,9507,4.22615492118813,Intermediate pleiotropy,3rd,5,1.63631995621301,Intermediate pleiotropy,2nd,4
ADAMTS5,11096,3.78307393033525,Intermediate pleiotropy,2nd,3,2.4450167607348,Intermediate pleiotropy,4th,7
ADAMTS6,11174,4.36106191110369,Intermediate pleiotropy,3rd,6,2.44287823022053,Intermediate pleiotropy,4th,7
ADAMTS7,11173,5.44862987724235,High pleiotropy,5th,10,3.13798995600583,High pleiotropy,5th,9
ADAMTS8,11095,3.48302680997334,Low pleiotropy,1st,2,0.813513193086738,Low pleiotropy,1st,1
ADAMTS9,56999,4.14989580405301,Intermediate pleiotropy,3rd,5,2.48041167082726,Intermediate pleiotropy,4th,8
ADAMTSL1,92949,5.05650726289976,High pleiotropy,5th,9,3.31329487987288,High pleiotropy,5th,10
ADAMTSL2,9719,3.16962627686494,Low pleiotropy,1st,1,0,Low pleiotropy,1st,1
ADAMTSL3,57188,5.05997567445597,High pleiotropy,5th,9,2.37184368796523,Intermediate pleiotropy,3rd,6
ADAMTSL4,54507,4.92671274628377,High pleiotropy,5th,9,3.20877566814641,High pleiotropy,5th,9
ADAMTSL5,339366,3.14752349704474,Low pleiotropy,1st,1,0.806382801827563,Low pleiotropy,1st,1
ADAP1,11033,4.33527552229214,Intermediate pleiotropy,3rd,6,2.44333715746042,Intermediate pleiotropy,4th,7
ADAP2,55803,4.48680399170626,Intermediate pleiotropy,4th,7,1.56869274331168,Low pleiotropy,1st,2
ADAR,103,4.12304695347012,Intermediate pleiotropy,3rd,5,1.64368039795561,Intermediate pleiotropy,2nd,4
ADARB1,104,3.92444132093714,Intermediate pleiotropy,2nd,4,1.63713628331107,Intermediate pleiotropy,2nd,4
ADARB2,105,5.22967345947152,High pleiotropy,5th,10,4.14068269930936,High pleiotropy,5th,10
ADAT1,23536,3.50002147568175,Low pleiotropy,1st,2,0.80550896210864,Low pleiotropy,1st,1
ADAT2,134637,3.87446061794009,Intermediate pleiotropy,2nd,3,1.61132250636242,Intermediate pleiotropy,2nd,3
ADAT3,113179,4.40343189246581,Intermediate pleiotropy,4th,7,2.48154666479395,Intermediate pleiotropy,4th,8
ADCK1,57143,3.1861889626208,Low pleiotropy,1st,1,2.45854631135941,Intermediate pleiotropy,4th,7
ADCK2,90956,4.82131138227545,High pleiotropy,5th,9,1.60328775848346,Intermediate pleiotropy,2nd,3
ADCK3,56997,4.5069240452559,Intermediate pleiotropy,4th,7,2.46361739867386,Intermediate pleiotropy,4th,7
ADCK4,79934,4.00928411117284,Intermediate pleiotropy,2nd,4,1.62376870700642,Intermediate pleiotropy,2nd,3
ADCK5,203054,3.4785632188589,Low pleiotropy,1st,2,1.62095117544796,Intermediate pleiotropy,2nd,3
ADCY1,107,3.54531435666818,Low pleiotropy,1st,2,1.63780648140309,Intermediate pleiotropy,2nd,4
ADCY10,55811,3.61194401751068,Low pleiotropy,1st,2,2.47503952254854,Intermediate pleiotropy,4th,8
ADCY2,108,4.06634877764804,Intermediate pleiotropy,2nd,4,2.46869787580396,Intermediate pleiotropy,4th,8
ADCY3,109,4.23363580502579,Intermediate pleiotropy,3rd,5,3.19627312860851,High pleiotropy,5th,9
ADCY4,196883,5.2950067535757,High pleiotropy,5th,10,2.46808284287889,Intermediate pleiotropy,4th,8
ADCY5,111,4.54921580239027,Intermediate pleiotropy,4th,7,2.45547466791493,Intermediate pleiotropy,4th,7
ADCY6,112,4.91773198324626,High pleiotropy,5th,9,2.46344603453825,Intermediate pleiotropy,4th,7
ADCY7,113,5.50108080961552,High pleiotropy,5th,10,1.6534176367846,Intermediate pleiotropy,3rd,5
ADCY8,114,4.7205095684863,Intermediate pleiotropy,4th,8,1.64956370432377,Intermediate pleiotropy,3rd,5
ADCY9,115,4.13992507160726,Intermediate pleiotropy,3rd,5,3.31933722624362,High pleiotropy,5th,10
ADCYAP1,116,3.91134012537703,Intermediate pleiotropy,2nd,4,1.64397206910423,Intermediate pleiotropy,2nd,4
ADCYAP1R1,117,4.68997764533101,Intermediate pleiotropy,4th,8,1.65909378034499,Intermediate pleiotropy,3rd,5
ADD1,118,6.67155734442004,High pleiotropy,5th,10,4.88418777436404,High pleiotropy,5th,10
ADD2,119,3.98559130683875,Intermediate pleiotropy,2nd,4,2.44989887800929,Intermediate pleiotropy,4th,7
ADD3,120,4.68951224959649,Intermediate pleiotropy,4th,8,2.35481760473797,Intermediate pleiotropy,3rd,5
ADGB,79747,4.30263750044586,Intermediate pleiotropy,3rd,6,2.4739461958888,Intermediate pleiotropy,4th,8
ADGRA1,84435,4.81191268456299,High pleiotropy,5th,9,3.29251463097608,High pleiotropy,5th,10
ADGRA2,25960,4.16922568884486,Intermediate pleiotropy,3rd,5,1.65920058949801,Intermediate pleiotropy,3rd,5
ADGRA3,166647,3.93936161486772,Intermediate pleiotropy,2nd,4,1.64074431997456,Intermediate pleiotropy,2nd,4
ADGRB1,575,5.47317288512444,High pleiotropy,5th,10,2.46961514342026,Intermediate pleiotropy,4th,8
ADGRB3,577,4.96046602866344,High pleiotropy,5th,9,3.24613774461753,High pleiotropy,5th,9
ADGRD1,283383,4.38934854196268,Intermediate pleiotropy,3rd,6,1.64729312952692,Intermediate pleiotropy,2nd,4
ADGRD2,347088,4.26164917679245,Intermediate pleiotropy,3rd,6,1.61934493010834,Intermediate pleiotropy,2nd,3
ADGRE1,2015,3.73737259017574,Intermediate pleiotropy,2nd,3,1.61982967934127,Intermediate pleiotropy,2nd,3
ADGRE2,30817,4.5302836861714,Intermediate pleiotropy,4th,7,1.64890524350132,Intermediate pleiotropy,3rd,5
ADGRE3,84658,4.04813840473368,Intermediate pleiotropy,2nd,4,1.62207501900857,Intermediate pleiotropy,2nd,3
ADGRE5,976,4.96263975458153,High pleiotropy,5th,9,1.65689304230203,Intermediate pleiotropy,3rd,5
ADGRF1,266977,4.17816687382884,Intermediate pleiotropy,3rd,5,2.46433454584413,Intermediate pleiotropy,4th,7
ADGRF2,222611,4.06198092243539,Intermediate pleiotropy,2nd,4,2.26693069084494,Intermediate pleiotropy,3rd,5
ADGRF3,165082,4.35886369847169,Intermediate pleiotropy,3rd,6,1.63940920556184,Intermediate pleiotropy,2nd,4
ADGRF4,221393,4.61200731939286,Intermediate pleiotropy,4th,8,2.33033894220205,Intermediate pleiotropy,3rd,5
ADGRF5,221395,4.15730347723541,Intermediate pleiotropy,3rd,5,3.26203176819549,High pleiotropy,5th,9
ADGRG1,9289,5.17396181243534,High pleiotropy,5th,9,2.4887985367931,Intermediate pleiotropy,4th,8
ADGRG3,222487,4.3834315201683,Intermediate pleiotropy,3rd,6,2.4880180083672,Intermediate pleiotropy,4th,8
ADGRG5,221188,3.79482404820293,Intermediate pleiotropy,2nd,3,1.61422748057913,Intermediate pleiotropy,2nd,3
ADGRG6,57211,4.09834604246996,Intermediate pleiotropy,3rd,5,3.24650922919918,High pleiotropy,5th,9
ADGRG7,84873,3.69450408973294,Low pleiotropy,1st,2,2.34927820036798,Intermediate pleiotropy,3rd,5
ADGRL1,22859,3.55891659687243,Low pleiotropy,1st,2,0.800187284089035,Low pleiotropy,1st,1
ADGRL2,23266,4.53764763092467,Intermediate pleiotropy,4th,7,2.43469324529117,Intermediate pleiotropy,3rd,6
ADGRL3,23284,5.46688839551042,High pleiotropy,5th,10,3.26628887586578,High pleiotropy,5th,9
ADGRL4,64123,4.1068361735476,Intermediate pleiotropy,3rd,5,2.41631209429293,Intermediate pleiotropy,3rd,6
ADGRV1,84059,4.32298947139997,Intermediate pleiotropy,3rd,6,1.62645125996492,Intermediate pleiotropy,2nd,3
ADH1A,124,3.4457308582866,Low pleiotropy,1st,1,1.57082247087379,Low pleiotropy,1st,2
ADH1B,125,4.03078942328775,Intermediate pleiotropy,2nd,4,1.61248684350302,Intermediate pleiotropy,2nd,3
ADH1C,126,4.74443621550864,Intermediate pleiotropy,4th,8,1.6017149643621,Intermediate pleiotropy,2nd,3
ADH4,127,3.75740482088649,Intermediate pleiotropy,2nd,3,1.60032644537286,Intermediate pleiotropy,2nd,3
ADH5,128,4.77499670421099,Intermediate pleiotropy,4th,8,2.39850313518585,Intermediate pleiotropy,3rd,6
ADH6,130,3.47846172600354,Low pleiotropy,1st,2,0.764358095022765,Low pleiotropy,1st,1
ADH7,131,4.74745295108752,Intermediate pleiotropy,4th,8,1.6112479747007,Intermediate pleiotropy,2nd,3
ADHFE1,137872,3.68309395691303,Low pleiotropy,1st,2,1.61210244792485,Intermediate pleiotropy,2nd,3
ADI1,55256,3.5482009625872,Low pleiotropy,1st,2,1.63445607780649,Intermediate pleiotropy,2nd,4
ADIG,149685,3.79440902406948,Intermediate pleiotropy,2nd,3,0.798987148276276,Low pleiotropy,1st,1
ADIPOQ,9370,3.76176963507935,Intermediate pleiotropy,2nd,3,2.47790048200438,Intermediate pleiotropy,4th,8
ADIPOR1,51094,4.09722736148114,Intermediate pleiotropy,3rd,5,2.47965285635005,Intermediate pleiotropy,4th,8
ADIPOR2,79602,4.82402017001812,High pleiotropy,5th,9,3.31369101272061,High pleiotropy,5th,10
ADIRF,10974,3.31989874440859,Low pleiotropy,1st,1,0.807190325973458,Low pleiotropy,1st,1
ADK,132,4.60789459440007,Intermediate pleiotropy,4th,8,2.40886890479991,Intermediate pleiotropy,3rd,6
ADM,133,3.33603646670167,Low pleiotropy,1st,1,0.609819335329047,Low pleiotropy,1st,1
ADM2,79924,3.87968528236392,Intermediate pleiotropy,2nd,3,1.64595566766028,Intermediate pleiotropy,2nd,4
ADM5,199800,4.08644177737188,Intermediate pleiotropy,3rd,5,1.65956268426401,Intermediate pleiotropy,3rd,5
ADNP,23394,4.69807674126683,Intermediate pleiotropy,4th,8,2.48067810684633,Intermediate pleiotropy,4th,8
ADNP2,22850,4.80764374554136,Intermediate pleiotropy,4th,8,2.39485988671368,Intermediate pleiotropy,3rd,6
ADO,84890,3.73319939548006,Intermediate pleiotropy,2nd,3,1.61624922526125,Intermediate pleiotropy,2nd,3
ADORA1,134,3.86636966581935,Intermediate pleiotropy,2nd,3,2.47397906024357,Intermediate pleiotropy,4th,8
ADORA2A,135,4.30673094065264,Intermediate pleiotropy,3rd,6,2.40226845126148,Intermediate pleiotropy,3rd,6
ADORA2B,136,3.84870945764881,Intermediate pleiotropy,2nd,3,2.47623555031695,Intermediate pleiotropy,4th,8
ADORA3,140,3.72941114031452,Intermediate pleiotropy,2nd,3,2.47291272930383,Intermediate pleiotropy,4th,8
ADPGK,83440,4.11478234360293,Intermediate pleiotropy,3rd,5,1.6003282059633,Intermediate pleiotropy,2nd,3
ADPRH,141,4.24636121153091,Intermediate pleiotropy,3rd,6,2.46683575798788,Intermediate pleiotropy,4th,8
ADPRHL1,113622,4.05986911420992,Intermediate pleiotropy,2nd,4,2.43460404204249,Intermediate pleiotropy,3rd,6
ADPRHL2,54936,3.40965377751189,Low pleiotropy,1st,1,1.62681863650222,Intermediate pleiotropy,2nd,4
ADPRM,56985,3.2150516891288,Low pleiotropy,1st,1,1.58414485869062,Low pleiotropy,1st,2
ADRA1A,148,4.52108125592902,Intermediate pleiotropy,4th,7,2.46508866541351,Intermediate pleiotropy,4th,7
ADRA1B,147,4.84573012479214,High pleiotropy,5th,9,1.65922406403713,Intermediate pleiotropy,3rd,5
ADRA1D,146,4.02666953283547,Intermediate pleiotropy,2nd,4,1.64482184742055,Intermediate pleiotropy,2nd,4
ADRA2A,150,4.01535181049292,Intermediate pleiotropy,2nd,4,2.46510920563525,Intermediate pleiotropy,4th,7
ADRA2B,151,3.02970380380859,Low pleiotropy,1st,1,0,Low pleiotropy,1st,1
ADRA2C,152,4.08832811317704,Intermediate pleiotropy,3rd,5,1.65437128993654,Intermediate pleiotropy,3rd,5
ADRB1,153,3.13334155554106,Low pleiotropy,1st,1,0.802976646200546,Low pleiotropy,1st,1
ADRB2,154,3.93989327234298,Intermediate pleiotropy,2nd,4,1.66532685734612,Intermediate pleiotropy,3rd,5
ADRB3,155,3.94599173254743,Intermediate pleiotropy,2nd,4,0.784290326193681,Low pleiotropy,1st,1
ADRBK1,156,4.87397889913684,High pleiotropy,5th,9,2.4703545914027,Intermediate pleiotropy,4th,8
ADRBK2,157,3.95055844128906,Intermediate pleiotropy,2nd,4,1.64413345656072,Intermediate pleiotropy,2nd,4
ADRM1,11047,5.05132608994936,High pleiotropy,5th,9,2.44328199229348,Intermediate pleiotropy,4th,7
ADSL,158,3.73116551375112,Intermediate pleiotropy,2nd,3,1.56656888438436,Low pleiotropy,1st,2
ADSS,159,4.31730558100911,Intermediate pleiotropy,3rd,6,2.47609176876481,Intermediate pleiotropy,4th,8
ADSSL1,122622,4.60094630958609,Intermediate pleiotropy,4th,8,1.64844807685186,Intermediate pleiotropy,3rd,5
ADTRP,84830,4.9809703521797,High pleiotropy,5th,9,3.31334887131286,High pleiotropy,5th,10
AEBP1,165,4.16204543108448,Intermediate pleiotropy,3rd,5,1.62859800656789,Intermediate pleiotropy,2nd,4
AEBP2,121536,4.39199528220617,Intermediate pleiotropy,4th,7,3.21293300902542,High pleiotropy,5th,9
AEN,64782,4.55745274373372,Intermediate pleiotropy,4th,7,2.47032290077488,Intermediate pleiotropy,4th,8
AES,166,4.58560594353004,Intermediate pleiotropy,4th,8,1.66129451838794,Intermediate pleiotropy,3rd,5
AFAP1,60312,4.26685319061705,Intermediate pleiotropy,3rd,6,2.40513117130776,Intermediate pleiotropy,3rd,6
AFAP1L1,134265,4.41241154432446,Intermediate pleiotropy,4th,7,1.65011711658364,Intermediate pleiotropy,3rd,5
AFAP1L2,84632,3.94471223564011,Intermediate pleiotropy,2nd,4,3.30580591502857,High pleiotropy,5th,10
AFF1,4299,5.33283331724164,High pleiotropy,5th,10,1.63346017048412,Intermediate pleiotropy,2nd,4
AFF3,3899,5.57113756007716,High pleiotropy,5th,10,3.23717692617009,High pleiotropy,5th,9
AFF4,27125,5.1068936273222,High pleiotropy,5th,9,2.42039783782761,Intermediate pleiotropy,3rd,6
AFG3L2,10939,4.44955273413027,Intermediate pleiotropy,4th,7,2.45704922262673,Intermediate pleiotropy,4th,7
AFM,173,3.89476779447077,Intermediate pleiotropy,2nd,3,1.60043794943371,Intermediate pleiotropy,2nd,3
AFMID,125061,6.05243720727157,High pleiotropy,5th,10,2.47244969401959,Intermediate pleiotropy,4th,8
AFP,174,3.93122890233517,Intermediate pleiotropy,2nd,4,2.43984414603864,Intermediate pleiotropy,4th,7
AFTPH,54812,3.95781522906158,Intermediate pleiotropy,2nd,4,2.45665308977899,Intermediate pleiotropy,4th,7
AGA,175,4.48665752507077,Intermediate pleiotropy,4th,7,1.63936636452794,Intermediate pleiotropy,2nd,4
AGAP1,116987,5.3549368652228,High pleiotropy,5th,10,3.32237483160637,High pleiotropy,5th,10
AGAP11,119385,3.31989874440859,Low pleiotropy,1st,1,1.58780336561323,Intermediate pleiotropy,2nd,3
AGAP2,116986,3.98355460729916,Intermediate pleiotropy,2nd,4,1.53991941384287,Low pleiotropy,1st,2
AGAP3,116988,4.23721653085271,Intermediate pleiotropy,3rd,6,2.4671168655939,Intermediate pleiotropy,4th,8
AGBL1,123624,4.85191525396517,High pleiotropy,5th,9,2.47315510392029,Intermediate pleiotropy,4th,8
AGBL3,340351,3.77509537619965,Intermediate pleiotropy,2nd,3,1.62018649233597,Intermediate pleiotropy,2nd,3
AGBL4,84871,5.00286805823481,High pleiotropy,5th,9,3.24225212152889,High pleiotropy,5th,9
AGBL5,60509,3.28252108159973,Low pleiotropy,1st,1,0.787086143803452,Low pleiotropy,1st,1
AGFG1,3267,3.93460323545874,Intermediate pleiotropy,2nd,4,1.57366347697137,Low pleiotropy,1st,2
AGFG2,3268,3.13510357798553,Low pleiotropy,1st,1,1.59816150600207,Intermediate pleiotropy,2nd,3
AGGF1,55109,4.25443712258328,Intermediate pleiotropy,3rd,6,1.65830444896691,Intermediate pleiotropy,3rd,5
AGK,55750,4.25440430807065,Intermediate pleiotropy,3rd,6,1.59491732469502,Intermediate pleiotropy,2nd,3
AGL,178,4.76875728547388,Intermediate pleiotropy,4th,8,3.25000576180183,High pleiotropy,5th,9
AGMAT,79814,4.63394391284124,Intermediate pleiotropy,4th,8,1.47015836533509,Low pleiotropy,1st,2
AGMO,392636,3.91709302035282,Intermediate pleiotropy,2nd,4,3.28574985566377,High pleiotropy,5th,10
AGO1,26523,2.88726909876483,Low pleiotropy,1st,1,0.822099592635133,Low pleiotropy,1st,2
AGO2,27161,4.83146199457069,High pleiotropy,5th,9,3.28332904381652,High pleiotropy,5th,9
AGO3,192669,3.49854614022517,Low pleiotropy,1st,2,1.55087615497939,Low pleiotropy,1st,2
AGO4,192670,3.27171558085368,Low pleiotropy,1st,1,0.789866702962791,Low pleiotropy,1st,1
AGPAT2,10555,5.0591154932468,High pleiotropy,5th,9,3.31279780650691,High pleiotropy,5th,10
AGPAT3,56894,3.99162305893941,Intermediate pleiotropy,2nd,4,1.62705396875695,Intermediate pleiotropy,2nd,4
AGPAT4,56895,5.19968714694563,High pleiotropy,5th,9,3.30470319855318,High pleiotropy,5th,10
AGPAT5,55326,3.79974731413151,Intermediate pleiotropy,2nd,3,1.63928655109491,Intermediate pleiotropy,2nd,4
AGPAT6,137964,4.59318223026668,Intermediate pleiotropy,4th,8,2.4740160326427,Intermediate pleiotropy,4th,8
AGPAT9,84803,4.7451913992384,Intermediate pleiotropy,4th,8,2.36115749089212,Intermediate pleiotropy,3rd,6
AGPS,8540,3.38465492860273,Low pleiotropy,1st,1,1.53332365521226,Low pleiotropy,1st,2
AGR2,10551,4.32995975300138,Intermediate pleiotropy,3rd,6,2.46666850189662,Intermediate pleiotropy,4th,8
AGR3,155465,4.07690688240175,Intermediate pleiotropy,3rd,5,2.46863332082137,Intermediate pleiotropy,4th,8
AGRN,375790,3.08899632407228,Low pleiotropy,1st,1,0.788202358138839,Low pleiotropy,1st,1
AGRP,181,5.16847070130999,High pleiotropy,5th,9,3.15106292684447,High pleiotropy,5th,9
AGT,183,4.9849094608596,High pleiotropy,5th,9,2.45070581529171,Intermediate pleiotropy,4th,7
AGTPBP1,23287,4.02974837643083,Intermediate pleiotropy,2nd,4,1.61302617103941,Intermediate pleiotropy,2nd,3
AGTR1,185,4.07846702122005,Intermediate pleiotropy,3rd,5,1.62230037458416,Intermediate pleiotropy,2nd,3
AGTRAP,57085,3.57150413207853,Low pleiotropy,1st,2,0.820148271570379,Low pleiotropy,1st,2
AGXT,189,4.91801895674517,High pleiotropy,5th,9,2.48115933489839,Intermediate pleiotropy,4th,8
AGXT2,64902,4.21425421836693,Intermediate pleiotropy,3rd,5,2.48946286625033,Intermediate pleiotropy,4th,8
AHCTF1,25909,4.41859000845918,Intermediate pleiotropy,4th,7,2.44892292404518,Intermediate pleiotropy,4th,7
AHCY,191,4.19605690401883,Intermediate pleiotropy,3rd,5,1.52120257693514,Low pleiotropy,1st,2
AHCYL1,10768,4.41062164245302,Intermediate pleiotropy,4th,7,1.65619056671872,Intermediate pleiotropy,3rd,5
AHCYL2,23382,4.92686604563187,High pleiotropy,5th,9,3.31083533503607,High pleiotropy,5th,10
AHI1,54806,4.4076878579832,Intermediate pleiotropy,4th,7,2.46375765904513,Intermediate pleiotropy,4th,7
AHNAK,79026,4.89641962158753,High pleiotropy,5th,9,2.4870978064335,Intermediate pleiotropy,4th,8
AHNAK2,113146,3.48076840498473,Low pleiotropy,1st,2,1.58468829427136,Intermediate pleiotropy,2nd,3
AHR,196,4.08531067507232,Intermediate pleiotropy,3rd,5,2.4620123270612,Intermediate pleiotropy,4th,7
AHRR,57491,6.28469296310565,High pleiotropy,5th,10,3.24300858855219,High pleiotropy,5th,9
AHSA1,10598,3.52140460533658,Low pleiotropy,1st,2,1.55945023039475,Low pleiotropy,1st,2
AHSA2,130872,3.72674111543637,Intermediate pleiotropy,2nd,3,2.34425464899526,Intermediate pleiotropy,3rd,5
AHSG,197,3.88251735312435,Intermediate pleiotropy,2nd,3,1.64334060400177,Intermediate pleiotropy,2nd,4
AHSP,51327,4.2352837426362,Intermediate pleiotropy,3rd,5,1.60047316124239,Intermediate pleiotropy,2nd,3
AIDA,64853,4.11697812133609,Intermediate pleiotropy,3rd,5,1.62860680952006,Intermediate pleiotropy,2nd,4
AIF1L,83543,4.16227147059107,Intermediate pleiotropy,3rd,5,2.47127361960943,Intermediate pleiotropy,4th,8
AIFM2,84883,4.22297409137186,Intermediate pleiotropy,3rd,5,1.66401756492643,Intermediate pleiotropy,3rd,5
AIFM3,150209,4.38065171678239,Intermediate pleiotropy,3rd,6,1.65889131244504,Intermediate pleiotropy,3rd,5
AIG1,51390,5.17290118249381,High pleiotropy,5th,9,3.30131875687485,High pleiotropy,5th,10
AIM1,202,4.38782595554746,Intermediate pleiotropy,3rd,6,1.64881604025265,Intermediate pleiotropy,3rd,5
AIM1L,55057,5.00689286464138,High pleiotropy,5th,9,2.38973422109576,Intermediate pleiotropy,3rd,6
AIM2,9447,4.26639464251259,Intermediate pleiotropy,3rd,6,1.61771286277569,Intermediate pleiotropy,2nd,3
AIMP1,9255,4.63040928668224,Intermediate pleiotropy,4th,8,3.13902987808906,High pleiotropy,5th,9
AIMP2,7965,5.05793782446581,High pleiotropy,5th,9,1.60595211867414,Intermediate pleiotropy,2nd,3
AIP,9049,3.4632752433669,Low pleiotropy,1st,2,0.763674985934231,Low pleiotropy,1st,1
AIPL1,23746,3.18471715721239,Low pleiotropy,1st,1,1.64342863352349,Intermediate pleiotropy,2nd,4
AIRE,326,4.48755214691816,Intermediate pleiotropy,4th,7,2.4840373133951,Intermediate pleiotropy,4th,8
AJAP1,55966,4.66329187090703,Intermediate pleiotropy,4th,8,2.48051906684376,Intermediate pleiotropy,4th,8
AJUBA,84962,5.02532502577898,High pleiotropy,5th,9,4.12844248774618,High pleiotropy,5th,10
